Numero Pedido Cliente;NF CF;Cliente;Vendedor;Emissao
1062410;195158;SO OFERTAS - LJ 17;OSNEY RICARDO;10/09/2026
1062409;195242;CARINHOSO SUPERMERCADO;GUSTAVO GOMES;10/09/2026
1062408;195270;SO OFERTAS - LJ 13;OSNEY RICARDO;10/09/2026
1062407;195157;SO OFERTAS SUMARE 2;OSNEY RICARDO;10/09/2026
1062406;195219;AMIZADE SUPERMERCADO;GUSTAVO GOMES;10/09/2026
1062403;195182;SO OFERTAS - LJ 08;OSNEY RICARDO;10/09/2026
1062402;195285;MERCADO ALIADO;GUSTAVO GOMES;10/09/2026
1062401;196309;MAMBO - CD BARUERI;FERNANDO VOLTERO;10/09/2026
1062399;195335;SUPERMERCADO A BAIUCA;ROGERIO APARECIDO DA SILVA RODRIGUES;10/09/2026
1062398;195037;DISTRIBUIDORA CONTINENTAL;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062396;195469;SUPERMERCADO SERRA DO MAR - LJ 01;JOSE GOMES DOS S.;10/09/2026
1062395;195466;SUPERMERCADO SERRA DO MAR - LJ 01;JOSE GOMES DOS S.;10/09/2026
1062392;195806;TEODULO - CIDADE DUTRA;CLEO CAVALCANTI;10/09/2026
1062391;195687;MARCHE CD - JANDIRA;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062389;195686;MARCHE CD - JANDIRA;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062386;195173;COLINA - ILHABELA;SEBASTIAO FERNANDES;10/09/2026
1062385;195688;MARCHE CD - JANDIRA;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062384;195174;COLINA - SUL;SEBASTIAO FERNANDES;10/09/2026
1062382;195250;MINI MERCADO UETI;RONILSON RIBEIRO;10/09/2026
1062380;195594;VIVA MINIMERCADO;JOSE ROBERTO DENIZIO;10/09/2026
1062379;195416;MERCADO MINUTO;FLAVIA SIQUEIRA;10/09/2026
1062378;196045;SUPERMERCADO JANGADA;JOSE SOARES;10/09/2026
1062377;195685;MAX - MORUMBI;FABIO HENRIQUE MONTEIRO;10/09/2026
1062376;195249;MINI MERCADO UETI;RONILSON RIBEIRO;10/09/2026
1062374;196862;IRMAOS MUFFATO - MAX CAMPINAS;FABIO HENRIQUE MONTEIRO;10/09/2026
1062371;195267;SUPERMERCADO UNIAO - LOJA 02;RENATO SANTO MICHELMANN;10/09/2026
1062369;195295;EMPORIO E MERCADO ASSIS;FLAVIA SIQUEIRA;10/09/2026
1062368;195467;SUPERMERCADO SERRA DO MAR - LJ 02;JOSE GOMES DOS S.;10/09/2026
1062367;195293;IRMAOS REIS;FLAVIA SIQUEIRA;10/09/2026
1062366;195244;EMPORIO SANTANINHA;ROBERTO HIROSHI SOGA;10/09/2026
1062365;195593;VIVA MINIMERCADO;JOSE ROBERTO DENIZIO;10/09/2026
1062363;195154;CAIAQUE MERCADO;FLAVIA SIQUEIRA;10/09/2026
1062362;195366;MERCADO MK;FLAVIA SIQUEIRA;10/09/2026
1062361;195368;ARMAZEM SAO VITO - LOJA 2;FLAVIA SIQUEIRA;10/09/2026
1062360;195367;ARMAZEM SAO VITO - LOJA 2;FLAVIA SIQUEIRA;10/09/2026
1062359;196048;LATICINIOS GONZAGA;JOSE SOARES;10/09/2026
1062358;195243;MERCADINHO JARDIM SAO PAULO;ROBERTO HIROSHI SOGA;10/09/2026
1062357;195155;SO OFERTAS - LJ 16;OSNEY RICARDO;10/09/2026
1062353;195465;SUPERMERCADO SERRA DO MAR - LJ 02;JOSE GOMES DOS S.;10/09/2026
1062352;195292;IRMAOS REIS;FLAVIA SIQUEIRA;10/09/2026
1062351;195196;SO OFERTAS - LJ 04;OSNEY RICARDO;10/09/2026
1062349;194857;J E COMERCIO;VENDEDOR INTERNO;10/09/2026
1062348;195296;EMPORIO E MERCADO ASSIS;FLAVIA SIQUEIRA;10/09/2026
1062346;197250;IRMAOS MUFFATO - MAX INTERLAGOS;FABIO HENRIQUE MONTEIRO;10/09/2026
1062344;195657;SO OFERTAS - LJ 06;OSNEY RICARDO;10/09/2026
1062343;195247;DIAS PASTORINHO - SANTANA;ALENCAR SILVA;10/09/2026
1062341;195134;HORT FRUTI ORIENTE;VALTER AMARAL MACHADO;10/09/2026
1062340;195197;SO OFERTAS - LJ 07;OSNEY RICARDO;10/09/2026
1062338;195183;SUPER MIX BRANDINA;OSNEY RICARDO;10/09/2026
1062337;195748;FOX CARNES - JARDIM DAS ROSAS;WAGNER DA SILVA LIMA;10/09/2026
1062336;195038;CALVO - JD ARICANDUVA;VALDENIR VOLTERO;10/09/2026
1062335;196046;LATICINIOS GONZAGA;JOSE SOARES;10/09/2026
1062333;195184;SUPER MIX BRANDINA;OSNEY RICARDO;10/09/2026
1062332;197448;IRMAOS MUFFATO - MAX GUARULHOS;FABIO HENRIQUE MONTEIRO;10/09/2026
1062331;195744;FOX CARNES - JARDIM DAS ROSAS;WAGNER DA SILVA LIMA;10/09/2026
1062330;195246;APETITO - CARNES SAN PEDRO;FELIPE GOMES;10/09/2026
1062328;196310;MAMBO - CD BARUERI;FERNANDO VOLTERO;10/09/2026
1062327;195185;SUPER MIX BRANDINA;OSNEY RICARDO;10/09/2026
1062326;196612;IRMAOS MUFFATO - MAX BUTANTA;FABIO HENRIQUE MONTEIRO;10/09/2026
1062323;195198;SO OFERTAS - LJ 05;OSNEY RICARDO;10/09/2026
1062322;197622;IRMAOS MUFFATO - MAX PIRACICABA;FABIO HENRIQUE MONTEIRO;10/09/2026
1062321;197569;IRMAOS MUFFATO - MAX SOROCABA RAPOSO;FABIO HENRIQUE MONTEIRO;10/09/2026
1062320;195669;IRMAOS MUFFATO - MAX MAX SJ CAMPOS;FABIO HENRIQUE MONTEIRO;10/09/2026
1062319;195447;SO OFERTAS - JACARE;OSNEY RICARDO;10/09/2026
1062318;195136;PIRATININGA - SAO BENTO;EDMILSON - 02;10/09/2026
1062317;195137;PIRATININGA - 02;EDMILSON - 02;10/09/2026
1062316;195083;ELISIO - LJ 02;OSNEY RICARDO;10/09/2026
1062315;197292;IRMAOS MUFFATO - MAX SANTO ANDRE;FABIO HENRIQUE MONTEIRO;10/09/2026
1062314;195347;PIRATININGA - 03;EDMILSON - 02;10/09/2026
1062313;195358;PIRATININGA - JD PAULISTA;EDMILSON - 02;10/09/2026
1062312;195135;PIRATININGA - 01;EDMILSON - 02;10/09/2026
1062311;195568;PIRATININGA - 04;EDMILSON - 02;10/09/2026
1062309;195658;SO OFERTAS - LJ 11;OSNEY RICARDO;10/09/2026
1062308;194950;SO OFERTAS - LJ 10;OSNEY RICARDO;10/09/2026
1062306;195553;SO OFERTAS - LJ 12;OSNEY RICARDO;10/09/2026
1062305;195689;SUPER MUFFATO - VILA NOVA SOROCABA;FABIO HENRIQUE MONTEIRO;10/09/2026
1062304;195302;SO PASSAROS COMERCIO ATACADISTA;JOSUE EVANGELISTA;10/09/2026
1062303;195415;HM HM SUPERMERCADOS - EMPORIUM SP AFONSO BRAZ;SILVANO ARRUDA;10/09/2026
1062302;195147;DISTRIBUIDORA CONTINENTAL;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062301;195446;SO OFERTAS - LJ 03;OSNEY RICARDO;10/09/2026
1062300;197591;IRMAOS MUFFATO - MAX SOROCABA NORTE;FABIO HENRIQUE MONTEIRO;10/09/2026
1062299;195148;DISTRIBUIDORA CONTINENTAL;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062298;195062;LASOMI;WILSON PEREIRA;10/09/2026
1062297;194911;REDE SUPERMERCADO  MERCADAO - LOJA 01;RENATO SANTO MICHELMANN;10/09/2026
1062296;196268;DE CASA - LJ02;CELSO NUNES TEIXEIRA;10/09/2026
1062295;196267;DE CASA - LJ02;CELSO NUNES TEIXEIRA;10/09/2026
1062294;194967;DE CASA - LJ01;CELSO NUNES TEIXEIRA;10/09/2026
1062293;194965;DE CASA - LJ01;CELSO NUNES TEIXEIRA;10/09/2026
1062292;195586;IRMAOS MUFFATO - MAX TAUBATE;FABIO HENRIQUE MONTEIRO;10/09/2026
1062291;195149;DISTRIBUIDORA CONTINENTAL;EDVALDO DOS SANTOS PEREIRA;10/09/2026
1062289;195005;DAKI - CD MG;WAGNER DA SILVA LIMA;10/09/2026
1062288;197560;IRMAOS MUFFATO - MAX VILA NOVA MAZZEI;FABIO HENRIQUE MONTEIRO;10/09/2026
1062287;195871;DAKI - CD EMBU DAS ARTES;WAGNER DA SILVA LIMA;10/09/2026
1062286;196269;DE CASA - LJ02;CELSO NUNES TEIXEIRA;10/09/2026
1062285;194964;DE CASA - LJ01;CELSO NUNES TEIXEIRA;10/09/2026
1062284;195565;VIZINHOS SUPERMERCADOS - LJ04;CELSO NUNES TEIXEIRA;10/09/2026
1062283;196265;VIZINHOS SUPERMERCADOS - LJ03;CELSO NUNES TEIXEIRA;10/09/2026
1062282;195563;VIZINHOS SUPERMERCADOS - LJ02;CELSO NUNES TEIXEIRA;10/09/2026
1062281;194972;BOM PRECO - LJ05;CELSO NUNES TEIXEIRA;10/09/2026
1062280;194975;BOM PRECO - LJ02;CELSO NUNES TEIXEIRA;10/09/2026
1062279;194966;BOM PRECO - LJ01;CELSO NUNES TEIXEIRA;10/09/2026
1062278;195205;BOM PRECO - LJ04;CELSO NUNES TEIXEIRA;10/09/2026
1062277;195552;VIZINHOS SUPERMERCADOS - LJ06;CELSO NUNES TEIXEIRA;10/09/2026
1062276;196266;VIZINHOS SUPERMERCADOS - LJ05;CELSO NUNES TEIXEIRA;10/09/2026
1062275;195551;VIZINHOS SUPERMERCADOS - LJ01;CELSO NUNES TEIXEIRA;10/09/2026
1062274;194976;HORTISABOR - 01;CAROLINA DOS SANTOS ROCHA;10/09/2026
1062273;195337;BOM PRECO - LJ03;CELSO NUNES TEIXEIRA;10/09/2026
1062270;194977;RECANTO DOS FRIOS;INES MARTIN;10/09/2026
1062243;195289;MINI MERCADO DETROIT;JUAREZ COSTA;10/09/2026
1062242;195706;MERCADINHO TOP;JOSE GOMES DOS S.;10/09/2026
1062241;194978;RECANTO DOS FRIOS;INES MARTIN;10/09/2026
1062236;195172;REDE SUPERMERCADO MERCADAO - LOJA 12;RENATO SANTO MICHELMANN;10/09/2026
1062235;195180;REDE SUPERMERCADO MERCADAO - LOJA 14;RENATO SANTO MICHELMANN;10/09/2026
1062231;195138;COVABRA SUPERMERCADO - CD SUMARE;LUCIANE MARQUES;10/09/2026
1062228;194913;REDE SUPERMERCADO MERCADAO - LOJA 11;RENATO SANTO MICHELMANN;10/09/2026
1062227;195133;SANTO SM - 02;WILSON PEREIRA;10/09/2026
1062225;195061;LASOMI;WILSON PEREIRA;10/09/2026
1062224;195168;REDE SUPERMERCADO MERCADAO - LOJA 10;RENATO SANTO MICHELMANN;10/09/2026
1062222;195171;REDE SUPERMERCADO MERCADAO  - LOJA 09;RENATO SANTO MICHELMANN;10/09/2026
1062220;195181;REDE SUPERMERCADO MERCADAO - LOJA 07;RENATO SANTO MICHELMANN;10/09/2026
1062218;195179;REDE SUPERMERCADO MERCADAO - LOJA 06;RENATO SANTO MICHELMANN;10/09/2026
1062215;195562;COMPRE MIX;MARCELO GREGORIO;10/09/2026
1062214;195178;REDE SUPERMERCADO MERCADAO - LOJA 05;RENATO SANTO MICHELMANN;10/09/2026
1062213;195132;SANTO SM - 02;WILSON PEREIRA;10/09/2026
1062210;195041;ESPERANCA - 04;DANIEL CAMACHO;10/09/2026
1062209;195169;REDE SUPERMERCADOMERCADAO - LOJA 04;RENATO SANTO MICHELMANN;10/09/2026
1062207;195080;COMERCIAL GERMANO;ROBERTO HIROSHI SOGA;10/09/2026
1062206;195570;ESPERANCA - 08;DANIEL CAMACHO;10/09/2026
1062205;195554;COMPRE MIX;MARCELO GREGORIO;10/09/2026
1062204;195571;ESPERANCA - 08;DANIEL CAMACHO;10/09/2026
1062202;195572;ESPERANCA - 08;DANIEL CAMACHO;10/09/2026
1062201;195557;COMPRE MIX;MARCELO GREGORIO;10/09/2026
1062200;195708;MERCADINHO TOP;JOSE GOMES DOS S.;10/09/2026
1062199;195707;MURAGUCHI & CIA;JOSE GOMES DOS S.;10/09/2026
1062198;195045;MERCADO ARAPOCA;FLAVIA SIQUEIRA;10/09/2026
1062197;195277;MIL FOLHAS - DIADEMA;JUAREZ COSTA;10/09/2026
1062196;195290;SUPERMERCADO KIYOMOTO;JUAREZ COSTA;10/09/2026
1062195;195291;SUPERMERCADO KIYOMOTO;JUAREZ COSTA;10/09/2026
1062194;194912;REDE SUPERMERCADO  MERCADAO - LOJA 01;RENATO SANTO MICHELMANN;10/09/2026
1062193;195131;SANTO SM - 02;WILSON PEREIRA;10/09/2026
1062191;195709;MURAGUCHI & CIA;JOSE GOMES DOS S.;10/09/2026
1062190;195573;ESPERANCA - 08;DANIEL CAMACHO;10/09/2026
1062189;195561;SATURNO QUEIJOS E DOCES;RENATO SANTO MICHELMANN;10/09/2026
1062184;197413;SAMS CLUB - CD EMBU;WELINGTON GUALTER;10/09/2026
1062182;195078;HORTIFRUTI JUVITA;ROBERTO HIROSHI SOGA;10/09/2026
1062180;195298;SUPERMERCADO MARIALVA;FRANCISCO ANACLETO;10/09/2026
1062179;195082;MERCADO DE CARNES BONANZA;ROBERTO HIROSHI SOGA;10/09/2026
1062178;195081;MINIMERCADO MARAZUL;ROBERTO HIROSHI SOGA;10/09/2026
1062175;195079;COMERCIAL GERMANO;ROBERTO HIROSHI SOGA;10/09/2026
1062172;195426;HORTIFRUTI PIRAPORINHA;CAROLINA DOS SANTOS ROCHA;10/09/2026
1062171;195043;SUPERMERCADO SANTOS;ROBERTO HIROSHI SOGA;10/09/2026
1062170;195385;PRISCILA 02;CARLOS FERREIRA;10/09/2026
1062169;195536;SUPERMERCADO ALVORADA;CARLOS FERREIRA;10/09/2026
1062168;195534;VIVA MERCATO;CARLOS FERREIRA;10/09/2026
1062166;195382;MERCADO IDEAL;CARLOS FERREIRA;10/09/2026
1062161;194974;BOM QUEIJO EMPORIO;CELSO NUNES TEIXEIRA;10/09/2026
1062160;194971;BEIRA RIO COM EXP/IMP PROD ALIM;CELSO NUNES TEIXEIRA;10/09/2026
1062159;195202;RIO MAX;CELSO NUNES TEIXEIRA;10/09/2026
1062158;195321;COFESA - 15;DANILO DE ALMEIDA SANTOS;10/09/2026
1062157;195320;SUPERMERCADO DO LAR  - LOJA 01;DANILO DE ALMEIDA SANTOS;10/09/2026
1062156;195318;SUPERMERCADO DO LAR  - LOJA 01;DANILO DE ALMEIDA SANTOS;10/09/2026
1062155;195319;SUPERMERCADO DO LAR - LOJA 02;DANILO DE ALMEIDA SANTOS;10/09/2026
1062154;195129;SANTO SM - 01;WILSON PEREIRA;10/09/2026
1062153;195317;SUPERMERCADO DO LAR - LOJA 02;DANILO DE ALMEIDA SANTOS;10/09/2026
1062152;195314;COFESA - 09;DANILO DE ALMEIDA SANTOS;10/09/2026
1062151;195331;COFESA - 10;DANILO DE ALMEIDA SANTOS;10/09/2026
1062150;195329;COFESA - 14;DANILO DE ALMEIDA SANTOS;10/09/2026
1062149;195085;FUTURO COMERCIO -  CAMPINAS;OSNEY RICARDO;10/09/2026
1062148;195128;SANTO SM - 01;WILSON PEREIRA;10/09/2026
1062147;195327;COFESA - 17;DANILO DE ALMEIDA SANTOS;10/09/2026
1062146;195313;COFESA - 07;DANILO DE ALMEIDA SANTOS;10/09/2026
1062141;195130;SANTO SM - 01;WILSON PEREIRA;10/09/2026
1062140;195054;MERCADO DO NORTE;FRANCISCO ANACLETO;10/09/2026
1062139;195086;FUTURO COMERCIO -  CAMPINAS;OSNEY RICARDO;10/09/2026
1062105;305810;MONTANA S A;FERNANDO ARRUDA;10/09/2026
1062073;195100;MERCADO INGRYD;JUAREZ COSTA;10/09/2026
1062072;195101;MERCADO INGRYD;JUAREZ COSTA;10/09/2026
1062000;195710;SEMAR SUPERMERCADOS - 06;JULIANA RIBEIRA;09/09/2026
1061999;194993;SEMAR SUPERMERCADOS - 31;JULIANA RIBEIRA;09/09/2026
1061998;195125;SEMAR SUPERMERCADOS - 32;JULIANA RIBEIRA;09/09/2026
1061997;195126;SEMAR SUPERMERCADOS - 32;JULIANA RIBEIRA;09/09/2026
1061996;195123;SEMAR SUPERMERCADOS  - 33;JULIANA RIBEIRA;09/09/2026
1061995;195124;SEMAR SUPERMERCADOS  - 33;JULIANA RIBEIRA;09/09/2026
1061994;195121;SEMAR SUPERMERCADOS - 36;JULIANA RIBEIRA;09/09/2026
1061993;195024;SEMAR SUPERMERCADOS - 26;JULIANA RIBEIRA;09/09/2026
1061992;195025;SEMAR SUPERMERCADOS - 26;JULIANA RIBEIRA;09/09/2026
1061991;195942;SEMAR SUPERMERCADOS - ARUJA - 29;JULIANA RIBEIRA;09/09/2026
1061990;195941;SEMAR SUPERMERCADOS - ARUJA - 29;JULIANA RIBEIRA;09/09/2026
1061989;195119;SEMAR SUPERMERCADOS - 30;JULIANA RIBEIRA;09/09/2026
1061988;195122;SEMAR SUPERMERCADOS - 30;JULIANA RIBEIRA;09/09/2026
1061987;194994;SEMAR SUPERMERCADOS - 31;JULIANA RIBEIRA;09/09/2026
1061986;195102;SEMAR SUPERMERCADOS - 22;JULIANA RIBEIRA;09/09/2026
1061985;195103;SEMAR SUPERMERCADOS - 22;JULIANA RIBEIRA;09/09/2026
1061984;195982;SEMAR SUPERMERCADOS - 23;JULIANA RIBEIRA;09/09/2026
1061983;195983;SEMAR SUPERMERCADOS - 23;JULIANA RIBEIRA;09/09/2026
1061982;195030;SEMAR SUPERMERCADOS - 25;JULIANA RIBEIRA;09/09/2026
1061981;195031;SEMAR SUPERMERCADOS - 25;JULIANA RIBEIRA;09/09/2026
1061980;195021;SEMAR SUPERMERCADOS - 19;JULIANA RIBEIRA;09/09/2026
1061979;195019;SEMAR SUPERMERCADOS - 20;JULIANA RIBEIRA;09/09/2026
1061978;195020;SEMAR SUPERMERCADOS - 20;JULIANA RIBEIRA;09/09/2026
1061977;195501;SEMAR SUPERMERCADOS - 21;JULIANA RIBEIRA;09/09/2026
1061976;195502;SEMAR SUPERMERCADOS - 21;JULIANA RIBEIRA;09/09/2026
1061975;195166;SEMAR SUPERMERCADOS - 16;JULIANA RIBEIRA;09/09/2026
1061974;196227;SEMAR SUPERMERCADOS - 17;JULIANA RIBEIRA;09/09/2026
1061973;195112;SEMAR SUPERMERCADOS - 18;JULIANA RIBEIRA;09/09/2026
1061972;195113;SEMAR SUPERMERCADOS - 18;JULIANA RIBEIRA;09/09/2026
1061971;195022;SEMAR SUPERMERCADOS - 19;JULIANA RIBEIRA;09/09/2026
1061970;195028;SEMAR SUPERMERCADOS - 12;JULIANA RIBEIRA;09/09/2026
1061969;195029;SEMAR SUPERMERCADOS - 12;JULIANA RIBEIRA;09/09/2026
1061968;195026;SEMAR SUPERMERCADOS - 13;JULIANA RIBEIRA;09/09/2026
1061967;195027;SEMAR SUPERMERCADOS - 13;JULIANA RIBEIRA;09/09/2026
1061966;195023;SEMAR SUPERMERCADOS - 14;JULIANA RIBEIRA;09/09/2026
1061965;195107;SEMAR SUPERMERCADOS - 08;JULIANA RIBEIRA;09/09/2026
1061964;195109;SEMAR SUPERMERCADOS - 08;JULIANA RIBEIRA;09/09/2026
1061963;195116;SEMAR SUPERMERCADOS - 10;JULIANA RIBEIRA;09/09/2026
1061962;195117;SEMAR SUPERMERCADOS - 10;JULIANA RIBEIRA;09/09/2026
1061961;195165;SEMAR SUPERMERCADOS - 11;JULIANA RIBEIRA;09/09/2026
1061960;195595;SEMAR SUPERMERCADOS - 05;JULIANA RIBEIRA;09/09/2026
1061959;195596;SEMAR SUPERMERCADOS - 05;JULIANA RIBEIRA;09/09/2026
1061958;195110;SEMAR SUPERMERCADOS - 07;JULIANA RIBEIRA;09/09/2026
1061957;195111;SEMAR SUPERMERCADOS - 07;JULIANA RIBEIRA;09/09/2026
1061956;194990;SEMAR SUPERMERCADOS - 01;JULIANA RIBEIRA;09/09/2026
1061955;194991;SEMAR SUPERMERCADOS - 01;JULIANA RIBEIRA;09/09/2026
1061954;195093;SEMAR SUPERMERCADOS - 04;JULIANA RIBEIRA;09/09/2026
1061953;195092;SEMAR SUPERMERCADOS - 04;JULIANA RIBEIRA;09/09/2026
1061952;197414;SAMS CLUB - CD EMBU;WELINGTON GUALTER;09/09/2026
1061951;195315;COFESA - 02;DANILO DE ALMEIDA SANTOS;09/09/2026
1061950;195316;COFESA - 07;DANILO DE ALMEIDA SANTOS;09/09/2026
1061949;195328;COFESA - 17;DANILO DE ALMEIDA SANTOS;09/09/2026
1061948;194936;RED BOI - CAPAO;ERICK MOREIRA;09/09/2026
1061947;195201;RIO MAX;CELSO NUNES TEIXEIRA;09/09/2026
1061946;194970;BEIRA RIO COM EXP/IMP PROD ALIM;CELSO NUNES TEIXEIRA;09/09/2026
1061945;195055;MERCADO MOTTA NACOES;FRANCISCO ANACLETO;09/09/2026
1061944;194973;BOM QUEIJO EMPORIO;CELSO NUNES TEIXEIRA;09/09/2026
1061943;195108;ESPERANCA - 24;DANIEL CAMACHO;09/09/2026
1061942;195164;ESPERANCA  - 21;DANIEL CAMACHO;09/09/2026
1061941;195513;ESPERANCA - 22;DANIEL CAMACHO;09/09/2026
1061940;194879;ESPERANCA - 23;DANIEL CAMACHO;09/09/2026
1061939;195127;ESPERANCA - 19;DANIEL CAMACHO;09/09/2026
1061938;195084;BIANCHINI SUPERMERCADOS;DAIANE CRISTINA DE OLIVEIRA;09/09/2026
1061937;195088;BIANCHINI SUPERMERCADOS;DAIANE CRISTINA DE OLIVEIRA;09/09/2026
1061936;195284;ESPERANCA - 20;DANIEL CAMACHO;09/09/2026
1061935;194910;ESPERANCA - 16;DANIEL CAMACHO;09/09/2026
1061934;195282;ESPERANCA - 17;DANIEL CAMACHO;09/09/2026
1061933;195220;ESPERANCA - 18;DANIEL CAMACHO;09/09/2026
1061932;195204;ESPERANCA - 14;DANIEL CAMACHO;09/09/2026
1061931;195087;ESPERANCA - 15;DANIEL CAMACHO;09/09/2026
1061930;195419;ESPERANCA - 13;DANIEL CAMACHO;09/09/2026
1061929;195120;ESPERANCA - 09;DANIEL CAMACHO;09/09/2026
1061928;195490;ESPERANCA - 10;DANIEL CAMACHO;09/09/2026
1061927;195044;ESPERANCA - 11;DANIEL CAMACHO;09/09/2026
1061926;195491;ESPERANCA - 12;DANIEL CAMACHO;09/09/2026
1061925;195151;TRADIMIX SUPERMERCADO;JOSE ROBERTO DENIZIO;09/09/2026
1061924;194992;ESPERANCA - 07;DANIEL CAMACHO;09/09/2026
1061923;194940;HIROTA EXPRESS - CD 98;GILMERIO QUEIROZ - GERENTE DE AREA;09/09/2026
1061922;195574;ESPERANCA - 08;DANIEL CAMACHO;09/09/2026
1061921;195042;ESPERANCA - 04;DANIEL CAMACHO;09/09/2026
1061920;195106;ESPERANCA - 05;DANIEL CAMACHO;09/09/2026
1061919;194939;HIROTA EXPRESS - CD 98;GILMERIO QUEIROZ - GERENTE DE AREA;09/09/2026
1061918;195203;ESPERANCA - 06;DANIEL CAMACHO;09/09/2026
1061916;195046;VILA ALPINA COMERCIO;ALEXANDRE VIANA;09/09/2026
1061915;195047;L & L SILVA COMERCIO DE UTILIDADES;ALEXANDRE VIANA;09/09/2026
1061914;195050;L & L SILVA COMERCIO DE UTILIDADES;ALEXANDRE VIANA;09/09/2026
1061913;194980;MERCADO BARAO DE MURITIBA;JOSE ROBERTO DENIZIO;09/09/2026
1061912;194866;COMPRAFACIL;INES MARTIN;09/09/2026
1061911;195099;CANNA SACOLAO;FRANCISCO DUARTE - LUIZ DUARTE;09/09/2026
1061910;195049;VILA ALPINA COMERCIO;ALEXANDRE VIANA;09/09/2026
1061907;195048;L & L SILVA COMERCIO DE UTILIDADES;ALEXANDRE VIANA;09/09/2026
1061906;195051;VILA ALPINA COMERCIO;ALEXANDRE VIANA;09/09/2026
1061905;195091;MERCADO NOTA 10;AROLDO BATISTA SANTOS;09/09/2026
1061904;194864;SUPERMERCADO PADRAO - SAUDE;FLAVIA SIQUEIRA;09/09/2026
1061903;194893;MATHEUS PRESENTE - JD SAO GABRIEL;JOSE GOMES DOS S.;09/09/2026
1061902;194894;MATHEUS PRESENTE - JD SAO GABRIEL;JOSE GOMES DOS S.;09/09/2026
1061901;195703;NOVA SUICA;ALENCAR SILVA;09/09/2026
1061900;195702;NOVA SUICA;ALENCAR SILVA;09/09/2026
1061897;194867;COMPRAFACIL;INES MARTIN;09/09/2026
1061896;194865;SUPERMERCADO PADRAO - SAUDE;FLAVIA SIQUEIRA;09/09/2026
1061895;194895;MATHEUS PRESENTE - JD SAO GABRIEL;JOSE GOMES DOS S.;09/09/2026
1061894;195704;NOVA SUICA;ALENCAR SILVA;09/09/2026
1061893;194938;RED BOI - CAPAO;ERICK MOREIRA;09/09/2026
1061892;194937;RED BOI - CAPAO;ERICK MOREIRA;09/09/2026
1061891;195705;NOVA SUICA;ALENCAR SILVA;09/09/2026
1061890;194981;MERCADO NOVA COLONIA;CLEO CAVALCANTI;09/09/2026
1061889;195497;CENTRAL SM;EDERVAL DONIZETE DA SILVA;09/09/2026
1061888;195006;CENTRAL SM;EDERVAL DONIZETE DA SILVA;09/09/2026
1061886;195017;SUPERMERCADOS MIALICH;DAIANE CRISTINA DE OLIVEIRA;09/09/2026
1061885;195018;SUPERMERCADOS MIALICH;DAIANE CRISTINA DE OLIVEIRA;09/09/2026
1061884;195444;SM GERSON;EDSON MALAGUTTI;09/09/2026
1061883;194946;MERCADO CIDADE NOVA;EDSON MALAGUTTI;09/09/2026
1061882;195336;SUPERMERCADO A BAIUCA;ROGERIO APARECIDO DA SILVA RODRIGUES;09/09/2026
1061881;195523;SIMPATIA - CD;VALTER AMARAL MACHADO;09/09/2026
1061880;195176;COLINA - ILHABELA;SEBASTIAO FERNANDES;09/09/2026
1061879;195245;EMPORIO SANTANINHA;ROBERTO HIROSHI SOGA;09/09/2026
1061878;195175;COLINA - SUL;SEBASTIAO FERNANDES;09/09/2026
1061877;194877;WRS SUPERMERCADOS - 07;FELIPE GOMES;09/09/2026
1061876;194878;NOSSO LAR SUPERMERCADOS;FELIPE GOMES;09/09/2026
1061875;194874;WRS SUPERMERCADOS - 02;FELIPE GOMES;09/09/2026
1061874;195297;WRS SUPERMERCADOS - 05;FELIPE GOMES;09/09/2026
1061873;194875;WRS SUPERMERCADOS - 03;FELIPE GOMES;09/09/2026
1061872;194876;WRS SUPERMERCADOS - 04;FELIPE GOMES;09/09/2026
1061871;195299;WRS SUPERMERCADOS - 08;FELIPE GOMES;09/09/2026
1061869;194954;HORT FRUTI ORIENTE;VALTER AMARAL MACHADO;09/09/2026
1061868;194957;SUPERMERCADO MAISMIX;VALTER AMARAL MACHADO;09/09/2026
1061867;194956;SUPERMERCADO MAISMIX;VALTER AMARAL MACHADO;09/09/2026
1061866;195421;MCGROW SUPERMERCADO;GUSTAVO GOMES;09/09/2026
1061865;195090;DOMINHO;GUSTAVO GOMES;09/09/2026
1061864;194860;HORTIFRUTI DA ECONOMIA;ERICK MOREIRA;09/09/2026
1061863;194935;GIKANY TRANSPORTE;ERICK MOREIRA;09/09/2026
1061862;194850;MERCADO KIODAI - ITAPECERICA;ERICK MOREIRA;09/09/2026
1061861;194861;HORTIFRUTI DA ECONOMIA;ERICK MOREIRA;09/09/2026
1061860;195089;DOMINHO;GUSTAVO GOMES;09/09/2026
1061859;197114;ROSSI - LOJA 14;VALDENIR VOLTERO;09/09/2026
1061858;195150;ROSSI - RAGUEB;VALDENIR VOLTERO;09/09/2026
1061857;197070;ROSSI - VILA NHOCUNE;VALDENIR VOLTERO;09/09/2026
1061856;195985;ROSSI - LJ 18;VALDENIR VOLTERO;09/09/2026
